"gene","PID_ATF2_PATHWAY"
"SEMA4C",0
"CSDE1",0
"PAM16",0
"GMDS",0
"WSB1",0
"SEMA4G",0
"MPV17",0
"ANAPC1",0
"ANAPC2",0
"ANAPC5",0
"ANAPC4",0
"ANAPC7",0
"RPS6KA1",0
"RPS6KA2",0
"SNRPB2",0
"RPS6KA4",0
"RPS6KA5",0
"SH3D19",0
"PSMD14",0
"PSMD11",0
"PSMD10",0
"PSMD13",0
"PSMD12",0
"FTCD",0
"MINPP1",0
"GANAB",0
"VAPB",0
"VAPA",0
"CTH",0
"EXOSC10",0
"ARF3",0
"ARF1",0
"ARF6",0
"ARF5",0
"ARF4",0
"MYLK3",0
"RAB11FIP3",0
"RAB11FIP2",0
"RAB11FIP1",0
"RAB11FIP5",0
"RAB11FIP4",0
"SPP1",0
"MYL6B",0
"IFIH1",0
"HMGB2",0
"HMGB1",0
"AASS",0
"KIF4B",0
"KIF4A",0
"CLIP1",0
"ETNK2",0
"ETNK1",0
"CD48",0
"MND1",0
"CD44",0
"CD47",0
"CD40",0
"FPGT",0
"FPGS",0
"TPSAB1",0
"EIF4E3",0
"EIF4E2",0
"TBL1X",0
"CALU",0
"FAR1",0
"ACTR1B",0
"ACTR1A",0
"FAR2",0
"CHPF",0
"WDR77",0
"MCF2",0
"PPP2R3A",0
"CDO1",0
"NQO1",0
"PRPF8",0
"PRPF3",0
"PRPF4",0
"PRPF6",0
"PCF11",0
"GPER",0
"PIP4K2A",0
"PIP4K2C",0
"PIP4K2B",0
"RFFL",0
"LEFTY1",0
"ZFHX3",0
"DYNC2LI1",0
"KIF15",0
"CSAD",0
"CDON",0
"ELK1",0
"BCL2A1",0
"ELK4",0
"PAK4",0
"PAK6",0
"STRADA",0
"STRADB",0
"NSDHL",0
"KCNG1",0
"KCNG2",0
"PANX1",0
"CYP2D6",0
"RPRM",0
"PIGG",0
"PRKG2",0
"TNS1",0
"PMEPA1",0
"GLYCTK",0
"CALML6",0
"TRIM9",0
"PFN1",0
"PFN2",0
"PFN4",0
"CREM",0
"COX10",0
"ILKAP",0
"GAS2",0
"COX15",0
"COX17",0
"PDGFRB",0
"PDGFRA",1
"RGS19",0
"PIGV",0
"PPA2",0
"PPA1",0
"BET1",0
"NUP62",0
"ALCAM",0
"TPM4",0
"TPM3",0
"TPM2",0
"TPM1",0
"ETF1",0
"SIPA1",0
"FBXW2",0
"FBXW4",0
"FBXW5",0
"FBXW7",0
"ETFA",0
"TGFBR2",0
"TGFBR1",0
"ETFB",0
"SMNDC1",0
"TPMT",0
"SSX2IP",0
"YKT6",0
"TJP2",0
"TJP3",0
"PPAT",0
"DAK",0
"CHPF2",0
"ACVR2B",0
"AGRP",0
"NFYC",0
"NFYB",0
"NFYA",0
"SMARCA2",0
"SMARCA4",0
"TST",0
"FYB",0
"FYN",0
"CES1P1",0
"CCT6A",0
"RUFY1",0
"FCGR2B",0
"FCGR2C",0
"FCGR2A",0
"CYP11A1",0
"SKIL",0
"CYTH1",0
"CYTH3",0
"CYTH2",0
"MYH7B",0
"CANT1",0
"CKB",0
"CKM",0
"PTGS1",0
"PLK1S1",0
"GPAM",0
"DCK",0
"ACSM1",0
"THRA",0
"TAF4B",0
"PERP",0
"CUL5",0
"CUL7",0
"CUL1",0
"CUL2",0
"CUL3",1
"TRIM28",0
"TRIM24",0
"TRIM25",0
"CREB5",0
"CDH24",0
"TRIM21",0
"CREB1",1
"PER2",0
"PER1",0
"GNPAT",0
"GDF15",0
"FCER2",0
"KAT5",1
"ARCN1",0
"ZNF517",0
"F2R",0
"AES",0
"ZNF221",0
"GNAO1",0
"GAPDH",0
"NTSR1",0
"ARHGAP9",0
"ARHGAP4",0
"ARHGAP5",0
"ARHGAP6",0
"ICOSLG",0
"ARHGAP1",0
"AEN",0
"HMOX1",0
"PRLR",0
"KIF9",0
"ZYX",0
"MRPL4",0
"MRPL2",0
"MRPL3",0
"MRPL1",0
"MRPL9",0
"ZNF611",0
"ZNF610",0
"ZNF613",0
"ZNF615",0
"ZNF614",0
"ZNF616",0
"SLC3A2",0
"SLC3A1",0
"EIF4EBP1",0
"BAG1",0
"BAG4",0
"SH2D1B",0
"CTDP1",0
"CD79B",0
"ZNF385A",0
"PDHA2",0
"PDHA1",0
"COL4A3BP",0
"SAP18",0
"EVI5",0
"RAP1GAP2",0
"TCAP",0
"MRPS17",0
"MYL12B",0
"MYL12A",0
"TSTA3",0
"MRPS14",0
"IDO2",0
"IDO1",0
"LDHAL6A",0
"DDIT3",1
"HIST4H4",0
"CALCOCO1",0
"MAPKAP1",0
"RGS6",0
"MALT1",0
"RGS1",0
"RGS2",0
"RGS3",0
"RGS9",0
"IL1RAP",0
"ARAP2",0
"RDH11",0
"DEDD2",0
"DOLK",0
"MYH11",0
"TARSL2",0
"CDK2AP1",0
"CANX",0
"HSP90AB1",0
"VIPR2",0
"MLYCD",0
"CD28",0
"MRPS9",0
"MRPS7",0
"CD22",0
"MRPS5",0
"IFI35",0
"TDRD7",0
"MRPS2",0
"IFI30",0
"CD24",0
"PA2G4",0
"ABHD5",0
"MBTPS2",0
"MBTPS1",0
"EIF4G3",0
"EIF4G2",0
"EIF4G1",0
"NR1I3",0
"NR1I2",0
"GRB2",0
"AKAP13",0
"CD151",0
"HCST",0
"COL27A1",0
"OXER1",0
"LSM1",0
"POLR2E",0
"POLR2D",0
"POLR2G",0
"POLR2F",0
"POLR2A",0
"POLR2C",0
"POLR2B",0
"POLR2L",0
"LSM3",0
"POLR2I",0
"POLR2H",0
"POLR2K",0
"POLR2J",0
"PRODH",0
"CYBA",0
"BATF3",0
"CCNK",0
"DSCAML1",0
"GAMT",0
"VBP1",0
"MAPK14",1
"MAPK11",1
"MAPK12",0
"MAPK13",0
"FZD1",0
"FZD2",0
"FZD3",0
"FZD4",0
"FZD5",0
"FZD6",0
"FZD7",0
"CACNB3",0
"HUS1",0
"CACNB1",0
"DHCR24",0
"ASH1L",0
"PLCD4",0
"PLCD3",0
"PLCD1",0
"HIST1H1D",0
"HIST1H1E",0
"TGFBRAP1",0
"HIST1H1C",0
"TACC1",0
"TACC3",0
"JDP2",1
"PICK1",0
"LPPR3",0
"KIF20A",0
"RPS3",0
"AZIN1",0
"CAB39",0
"D4S234E",0
"RPL3L",0
"GNAT2",0
"BCL2L14",0
"BCL2L11",0
"NUP43",0
"ZNF557",0
"ZNF555",0
"ZNF552",0
"NCKAP1",0
"ZNF551",0
"ZNF558",0
"HSD11B1",0
"ISYNA1",0
"GTF2H3",0
"GTF2H2",0
"GTF2H1",0
"GTF2H5",0
"GTF2H4",0
"ALDH1B1",0
"COX7A2L",0
"RPL26L1",0
"RPL38",0
"RPL39",0
"RPL36",0
"TAB2",0
"RPL34",0
"RPL35",0
"RPL32",0
"RPL30",0
"RPL31",0
"CACNG6",0
"ATF4",0
"ATF7",0
"ATF6",0
"ZNF286A",0
"PPCS",0
"ATF2",1
"SMARCC2",0
"SMARCC1",0
"PPAP2C",0
"PPAP2A",0
"BUB1B",0
"SUMO1",0
"SUMO2",0
"PPWD1",0
"LEF1",0
"EEF2K",0
"BLOC1S3",0
"BLOC1S1",0
"PTGER4",0
"MIB1",0
"PTGER2",0
"PTGER3",0
"SLC38A5",0
"B3GALT6",0
"SLC38A1",0
"SLC38A2",0
"MDFIC",0
"STK3",0
"STK4",0
"CSF3R",0
"CXCL10",0
"CYP3A5",0
"CXCL16",0
"UBE4B",0
"UBE4A",0
"HCN3",0
"HCN2",0
"SNRNP27",0
"RAB27A",0
"YBX1",0
"RLN2",0
"JAM2",0
"PTGDR",0
"PTGDS",0
"STIP1",0
"MRPL18",0
"LTB4R",0
"TNFRSF8",0
"TNFRSF9",0
"CDC25B",0
"TNFRSF4",0
"GUCY2C",0
"GUCY2D",0
"SENP2",0
"SENP1",0
"SAMM50",0
"ARPC5",0
"GFPT1",0
"GFPT2",0
"DYNC1LI1",0
"ACP1",0
"SDCCAG8",0
"SNIP1",0
"GLA",0
"SLC2A13",0
"SLC2A12",0
"SLC2A11",0
"GLS",0
"CDIPT",0
"NCOA2",0
"NCOA3",0
"NCOA1",0
"NCOA6",0
"NCOA7",0
"NCOA4",0
"SPCS3",0
"CISH",0
"LCOR",0
"BSG",0
"MPG",0
"KDSR",0
"SLC27A5",0
"SLC27A4",0
"SORT1",0
"SLC27A2",0
"ERO1L",0
"AK3",0
"AK2",0
"TBCE",0
"TBCD",0
"TBCB",0
"TBCA",0
"AK4",0
"OXTR",0
"MME",0
"SARS",0
"MPL",0
"NCKAP1L",0
"ZNF496",0
"ZNF493",0
"EPS8",0
"ZNF490",0
"ZNF498",0
"HERPUD1",0
"NDNL2",0
"TRA2A",0
"TRA2B",0
"SLC24A6",0
"SLC24A4",0
"SNCA",0
"NCR3",0
"NCR1",0
"SLC24A1",0
"SEC11C",0
"ENDOD1",0
"BTRC",0
"SCN1B",0
"SFTPD",0
"KDM1A",0
"IDI1",0
"IDI2",0
"IPMK",0
"LAMB1",0
"CXCR2",0
"POTEM",0
"PPM1L",0
"MTMR7",0
"MTMR4",0
"MTMR3",0
"MTMR2",0
"MTMR1",0
"JAG1",0
"UBA52",0
"NUMBL",0
"CD2BP2",0
"EXOSC8",0
"EXOSC9",0
"EXOSC2",0
"EXOSC3",0
"EXOSC1",0
"EXOSC7",0
"EXOSC4",0
"EXOSC5",0
"NID1",0
"KPNA4",0
"INCENP",0
"FARP2",0
"KPNA1",0
"FARP1",0
"SNAP47",0
"DEPDC7",0
"EEF1E1",0
"PSMB11",0
"PSMB10",0
"PAOX",0
"SCYL2",0
"STXBP1",0
"STXBP3",0
"STXBP4",0
"SKP2",0
"SKP1",0
"S1PR3",0
"NOC2L",0
"S1PR5",0
"S1PR4",0
"FANCG",0
"FANCF",0
"FANCE",0
"FANCC",0
"FANCB",0
"FANCA",0
"FANCM",0
"FANCL",0
"HAS1",0
"HAS3",0
"HNRNPA3",0
"HNRNPA0",0
"HNRNPA1",0
"ARSG",0
"EXOC6",0
"IRS1",0
"IRS2",0
"HOXA7",0
"CDK1",0
"CDK2",0
"CDK4",1
"CDK5",0
"CDK6",0
"CDK7",0
"IGLL1",0
"LPAR3",0
"LPAR1",0
"LPAR6",0
"NEURL",0
"CEPT1",0
"LIMS2",0
"LIMS1",0
"ARSK",0
"ZNF383",0
"SUN2",0
"HSPD1",0
"MTX2",0
"MTX1",0
"PNMT",0
"PRKCI",0
"PRKCH",0
"PRKCA",1
"ATP10A",0
"PRKCB",0
"PRKCE",0
"PRKCD",0
"PRKCG",0
"HIST1H3B",0
"HIST1H3D",0
"HIST1H3E",0
"PRKCQ",0
"HIST1H3H",0
"SEC11A",0
"MATK",0
"PMF1",0
"TYMS",0
"TYMP",0
"WWP2",0
"WWP1",0
"PPIL1",0
"TPI1",0
"PPIL3",0
"CCDC99",0
"CYP4F12",0
"ZNF570",0
"ZNF571",0
"ZNF577",0
"TRPV6",0
"TRPV1",0
"SETDB1",0
"PRTN3",0
"CTSH",0
"CTSK",0
"CTSO",0
"CTSA",0
"CTSB",0
"CTSC",0
"CTSD",0
"CTSE",0
"CTSF",0
"CTSG",0
"RPL14",0
"RPL15",0
"CTSZ",0
"RPL17",0
"RPL10",0
"RPL11",0
"RPL12",0
"RPL13",0
"FGFR4",0
"RPL18",0
"RPL19",0
"GPATCH1",0
"CXCL1",0
"CXCL3",0
"CXCL2",0
"CXCL5",0
"CXCL6",0
"SYK",0
"NINL",0
"PGK1",0
"TNNC1",0
"EMD",0
"AP2S1",0
"DCTD",0
"CARD9",0
"CARD8",0
"CARD6",0
"PRKACB",0
"PHKA2",0
"UBA6",0
"PDP1",0
"PDP2",0
"UBA5",0
"UBA2",0
"UBA3",0
"UBA1",0
"PWP1",0
"UBE2I",0
"UBE2H",0
"UBE2K",0
"ABCA13",0
"UBE2M",0
"TAGAP",0
"UBE2N",0
"UBE2A",0
"UBE2C",0
"UBE2B",0
"GAB1",0
"UBE2F",0
"UBE2Z",0
"PSMB1",0
"UBE2S",0
"TOP3A",0
"UBE2T",0
"UBE2W",0
"PTGFR",0
"ILK",0
"PDE3B",0
"RABEP1",0
"LFNG",0
"NDUFA6",0
"NDUFA7",0
"NDUFA4",0
"NDUFA5",0
"NDUFA2",0
"NDUFA3",0
"NDUFA1",0
"NDUFA8",0
"NDUFA9",0
"GPR65",0
"FLT3LG",0
"PNOC",0
"GPR68",0
"TBL1XR1",0
"IL6",1
"IL7",0
"IL4",0
"IL8",1
"DTX4",0
"GNS",0
"SAT2",0
"DTX1",0
"DTX2",0
"DTX3",0
"BIRC6",0
"BIRC5",0
"BIRC3",0
"EIF5",0
"GNE",0
"TXNL4A",0
"RB1CC1",0
"NSF",0
"NT5C3",0
"NT5C2",0
"HAGHL",0
"CENPA",0
"HPGDS",0
"SDS",0
"AHCY",0
"TERF2IP",0
"TRAT1",0
"TIMP2",0
"PARS2",0
"NRCAM",0
"PARN",0
"CRY1",0
"EPO",0
"PI4K2B",0
"CRY2",0
"PI4K2A",0
"HIBADH",0
"NHLRC1",0
"LYZ",0
"LYN",0
"VAMP2",0
"SEMA7A",0
"IP6K2",0
"CWC15",0
"BRSK2",0
"BRSK1",0
"TLR2",0
"TLR3",0
"DDX6",0
"TLR1",0
"TLR6",0
"TLR4",0
"TLR5",0
"TLR8",0
"TLR9",0
"NUP205",0
"ZNF215",0
"ZNF211",0
"SLC7A8",0
"ZNF212",0
"HLA-C",0
"SLC7A7",0
"HLA-A",0
"NFKBIA",0
"HLA-F",0
"HLA-E",0
"SLC7A1",0
"HAUS2",0
"SLC5A11",0
"NR5A1",0
"MYD88",0
"PLEKHA1",0
"NACA",0
"TFEC",0
"HIST1H2BD",0
"HIST1H2BE",0
"HIST1H2BF",0
"HIST1H2BG",0
"HIST1H2BC",0
"HIST1H2BN",0
"HIST1H2BO",0
"HIST1H2BH",0
"HIST1H2BJ",0
"HIST1H2BK",0
"VAV1",0
"VAV3",0
"VAV2",0
"TNFAIP3",0
"IPO5",0
"NRBP1",0
"DTX3L",0
"SDCBP",0
"NR6A1",0
"MARS2",0
"SYVN1",0
"MGAT5B",0
"ICAM3",0
"PAQR5",0
"PAQR7",0
"FERMT2",0
"TOMM70A",0
"FADS1",0
"FADS2",0
"CRNKL1",0
"CTDSP1",0
"DPM1",0
"DGUOK",0
"CSE1L",0
"CTDSPL",0
"PRPH2",0
"PLOD2",0
"CMPK1",0
"CMPK2",0
"PLOD1",0
"CRADD",0
"DNASE2",0
"GNA15",0
"USP6NL",0
"RAD21",0
"ALDH6A1",0
"USP11",0
"SSBP1",0
"USP18",0
"BCL10",0
"INPP1",0
"GFI1",0
"ADAR",0
"CRKL",0
"POGLUT1",0
"TYK2",0
"SUPT5H",0
"ARHGEF10",0
"ARHGEF11",0
"ARHGEF12",0
"ARHGEF17",0
"ARHGEF18",0
"ARHGEF19",0
"PIK3C2B",0
"PIK3C2A",0
"COL23A1",0
"D2HGDH",0
"CEP76",0
"CEP70",0
"CEP72",0
"KLC1",0
"KLC2",0
"KLC3",0
"KLC4",0
"ZNF773",0
"FBXW11",0
"GPLD1",0
"OR2W3",0
"RPL7A",0
"TANK",0
"CHCHD4",0
"MST4",0
"RFK",0
"MST1",0
"ZNF519",0
"ZNF510",0
"ZNF514",0
"DLG1",0
"TSPYL2",0
"DLG3",0
"SLC39A8",0
"SLC39A1",0
"SLC39A3",0
"SLC39A4",0
"SLC39A5",0
"SLC39A6",0
"SLC39A7",0
"PSIP1",0
"GZMA",0
"GZMB",0
"ZNF26",0
"VWF",0
"MYH10",0
"MAP4K1",0
"CDH13",0
"RET",0
"PEX19",0
"REL",0
"PIK3AP1",0
"SLCO4A1",0
"MTFMT",0
"KIAA1598",0
"NAA38",0
"NTN1",0
"NTN4",0
"RBM5",0
"RPL23A",0
"CAT",0
"AP1S1",0
"AP1S2",0
"AP1S3",0
"CAD",0
"PGF",0
"PGD",0
"PDE1B",0
"NUDC",0
"DEFA4",0
"ASIP",0
"NDUFC1",0
"NDUFC2",0
"BMI1",0
"SEPSECS",0
"GPR44",0
"NRP1",0
"NRP2",0
"ARSA",0
"ARSB",0
"HEXA",0
"CA1",0
"HEXB",0
"RBMX",0
"NEFL",0
"FUT8",0
"ATP5J2",0
"DYNLT1",0
"STRAP",0
"CBFB",1
"PLXND1",0
"SCD5",0
"PEX11A",0
"PEX11B",0
"PEX11G",0
"DBNL",0
"PAFAH1B1",0
"KIFC3",0
"KIFC1",0
"GH1",0
"SFN",0
"CYLD",0
"ACTB",0
"STARD13",0
"PROS1",0
"ARHGEF10L",0
"PLA2G12A",0
"ADAL",0
"SF3A1",0
"SF3A2",0
"SF3A3",0
"ZNF184",0
"ZNF180",0
"ZNF189",0
"ZNF25",0
"ZNF20",0
"ZNF23",0
"ZNF28",0
"EPOR",0
"SEMA5A",0
"BCS1L",0
"HS6ST1",0
"STARD5",0
"SCN5A",0
"ZNF235",0
"ZNF234",0
"TCERG1",0
"ZNF230",0
"MRE11A",0
"RANBP9",0
"NAE1",0
"RANBP1",0
"RANBP2",0
"AGAP1",0
"AGAP2",0
"GXYLT1",0
"TSPO",0
"ARNT",0
"SLC23A1",0
"SLC23A2",0
"TGFB1",0
"TGFB3",0
"F13A1",0
"UIMC1",0
"YWHAZ",0
"NOP58",0
"NOP56",0
"ETS2",0
"YWHAH",0
"ETS1",0
"YWHAB",0
"AQP10",0
"YWHAG",0
"YWHAE",0
"SSNA1",0
"CHRM5",0
"MGAT1",0
"MGAT2",0
"MGAT3",0
"MGAT5",0
"GLRX",0
"PDCD1LG2",0
"CHST11",0
"VAMP3",0
"CHST12",0
"VAMP5",0
"CHST14",0
"GCDH",0
"VAMP8",0
"ROCK1",0
"ROCK2",0
"MMP8",0
"MMP9",0
"TGFBI",0
"MMP1",0
"SATB1",0
"GNPTAB",0
"AMICA1",0
"AGER",0
"CCNT1",0
"PLDN",0
"CCNT2",0
"PECAM1",0
"LTC4S",0
"CBFA2T3",0
"H3F3B",0
"MC1R",0
"TNIP2",0
"USP39",0
"RFNG",0
"SHMT1",0
"PLD4",0
"PLD6",0
"ZAK",0
"PLD2",0
"PLD3",0
"RUNX2",0
"RUNX3",0
"RUNX1",0
"TPK1",0
"DOCK8",0
"DOCK9",0
"DOCK3",0
"DOCK6",0
"DOCK7",0
"DOCK4",0
"DOCK5",0
"TNFRSF12A",0
"SLC9A5",0
"SLC9A6",0
"SLC9A7",0
"SLC9A1",0
"SLC9A3",0
"JUN",1
"SLC9A9",0
"JUP",0
"SCNN1A",0
"PLCB1",0
"PLCB2",0
"PLCB3",0
"SEC13",0
"REV1",0
"ESR2",0
"ESR1",1
"EARS2",0
"FBXO2",0
"FBXO3",0
"FBXO4",0
"FBXO5",0
"FBXO6",0
"A2M",0
"ZNF530",0
"MYEF2",0
"SLC5A2",0
"RUSC1",0
"PPIE",0
"PPID",0
"PPIB",0
"PPIA",0
"PIN1",0
"DCPS",0
"WASF1",0
"WASF2",0
"WASF3",0
"FAS",0
"FAU",0
"FAH",0
"HNRNPA2B1",0
"DCP2",0
"AMY2B",0
"MYCT1",0
"AP4E1",0
"SNRNP40",0
"HECTD3",0
"YWHAQ",0
"MAN2B1",0
"CCS",0
"OAT",0
"PDE7B",0
"NUF2",0
"PI3",0
"KCNMB1",0
"NFAT5",0
"KCNMB3",0
"KCNMB4",0
"GSK3A",0
"GSK3B",0
"UBB",0
"UBC",0
"AKR1A1",0
"PLXNB2",0
"AMH",0
"PLXNB1",0
"AMN",0
"PCBP4",0
"PCBP2",0
"CYP21A2",0
"RNF220",0
"LZTS1",0
"SIRT3",0
"SIRT2",0
"SIRT1",0
"SIRT7",0
"SIRT6",0
"SIRT5",0
"SIRT4",0
"MED30",0
"MED31",0
"MOGS",0
"CASC3",0
"RBM25",0
"RBM22",0
"HIST3H2A",0
"RFWD2",0
"EPHA4",0
"EPHA2",0
"EPHA1",0
"FGF13",0
"FGF11",0
"FGF17",0
"VAMP1",0
"COL9A2",0
"COL9A3",0
"SLC20A1",0
"CHST15",0
"MNAT1",0
"VAMP4",0
"SEMA3A",0
"SEMA3C",0
"SEMA3B",0
"SEMA3G",0
"ARHGAP11A",0
"ZNF250",0
"SLC25A32",0
"ZNF254",0
"ZNF256",0
"MTERF",0
"RRM2",0
"RRM1",0
"TRADD",0
"ABCA10",0
"TF",0
"TG",0
"PAK1",0
"KCNJ11",0
"KCNJ10",0
"TFAM",0
"NAGS",0
"KCNJ15",0
"KCNJ14",0
"AR",0
"NAGA",0
"PAK2",0
"CREB3L2",0
"CREB3L3",0
"CREB3L4",0
"PGAP1",0
"C17orf70",0
"SRSF11",0
"MFAP1",0
"NDUFAB1",0
"NDUFB9",0
"HEBP1",0
"OFD1",0
"VAC14",0
"NDUFB5",0
"NDUFB4",0
"APRT",0
"GYPA",0
"L2HGDH",0
"SNAP23",0
"IL2RG",0
"SNAP29",0
"GTF2H2B",0
"LACTB",0
"TNFSF13",0
"TNFSF12",0
"TNFSF11",0
"TNFSF10",0
"LMO4",0
"PUM1",0
"SFXN3",0
"RAD1",0
"GEMIN5",0
"CCT8",0
"CCT2",0
"CCT3",0
"CCT7",0
"CCT4",0
"CCT5",0
"TIMM13",0
"TIMM10",0
"TUBGCP6",0
"CYP2J2",0
"CROT",0
"SLC4A5",0
"SLC4A4",0
"XIAP",0
"SLC4A1",0
"SLC4A3",0
"SLC4A2",0
"DCTN3",0
"DCTN1",0
"DCTN6",0
"SLC4A8",0
"DCTN4",0
"DCTN5",0
"RPS4Y2",0
"RPS4Y1",0
"CIITA",0
"KNTC1",0
"CHMP4A",0
"TAF7",0
"RNF25",0
"UBE2V1",0
"UBE2V2",0
"C1GALT1C1",0
"SSTR3",0
"MARS",0
"LDLRAP1",0
"IGSF8",0
"KLRD1",0
"TOM1",0
"CTNNB1",0
"MYOF",0
"GPX1",0
"CNOT8",0
"CNOT3",0
"CNOT2",0
"CNOT1",0
"CNOT7",0
"CNOT6",0
"RNMT",0
"ITGB1",0
"NOS2",1
"ITGB2",0
"ITGB5",0
"ITGB4",0
"ITGB7",0
"ITGB8",0
"YARS2",0
"LCP2",0
"NR2C2",0
"PMPCA",0
"MYO6",0
"NR2C1",0
"AICDA",0
"GNPDA2",0
"ZFPM1",0
"MAN1B1",0
"EGF",0
"LBR",0
"RAN",0
"ZFP112",0
"FGR",0
"SLC12A4",0
"SLC12A7",0
"SLC12A6",0
"SLC12A1",0
"SLC12A2",0
"MRVI1",0
"EXT2",0
"EXT1",0
"ACIN1",0
"ATP1B3",0
"LY96",0
"TESK1",0
"PLD1",0
"ALDH5A1",0
"OSBP",0
"SNX2",0
"SNX1",0
"SNX5",0
"SNX9",0
"SLC11A2",0
"SLC11A1",0
"KHSRP",0
"TIMELESS",0
"ZIK1",0
"ITPKA",0
"ITPKB",0
"PHKG2",0
"PDE5A",0
"ITPK1",0
"ORAI1",0
"DLAT",0
"TUBB2A",0
"RNASEH2A",0
"RNASEH2C",0
"RNASEH2B",0
"MAOB",0
"MAOA",0
"NEIL1",0
"NEIL3",0
"NEIL2",0
"MUT",0
"CHAD",0
"HNRNPU",0
"FABP6",0
"MMP25",0
"FABP5",0
"FABP3",0
"MXD4",0
"AKR1C1",0
"SPDYA",0
"P2RY6",0
"SPDYC",0
"CENPC1",0
"C1QBP",0
"DOCK2",0
"FASN",0
"ADORA3",0
"ASL",0
"ATP6V0B",0
"ATP6V0C",0
"DOCK1",0
"KIF26A",0
"COL5A2",0
"COL5A3",0
"COL5A1",0
"LAMP3",0
"LAMP2",0
"LAMP1",0
"EP300",1
"DUT",0
"GPX2",0
"ALDH2",0
"NPFF",0
"NEU1",0
"ATP5F1",0
"UQCR10",0
"UQCR11",0
"OPRL1",0
"ASAH1",0
"PRR5",0
"DVL2",0
"MED11",0
"MED12",0
"DVL1",0
"MED14",0
"MED15",0
"MED17",0
"MED18",0
"MED19",0
"ABCB9",0
"ABCB8",0
"PSME4",0
"PSME2",0
"PSME3",0
"PSME1",0
"MTSS1",0
"HMGA1",0
"NLRC5",0
"BAI1",0
"TOPBP1",0
"SUPT7L",0
"PMAIP1",0
"SLC9A8",0
"SERPINF2",0
"TGM2",0
"SLC30A5",0
"SLC30A7",0
"SLC30A1",0
"FURIN",0
"LOC729020",0
"GADD45A",1
"GADD45B",0
"GADD45G",0
"ADM2",0
"AZI2",0
"HLA-DPB1",0
"CETP",0
"NARS2",0
"NAIP",0
"NUPL1",0
"NUPL2",0
"GMPR",0
"GMPS",0
"DHODH",0
"ZNF273",0
"ZNF274",0
"NCAPG",0
"ITGA10",0
"EPHB6",0
"EIF5B",0
"EIF5A",0
"MAML2",0
"MAML3",0
"MAML1",0
"IL28RA",0
"SREBF1",0
"TUBB8",0
"TUBB6",0
"TUBB3",0
"TUBB1",0
"FAN1",0
"HERC3",0
"HERC2",0
"HERC5",0
"HERC4",0
"PARP3",0
"B3GNT1",0
"TFDP2",0
"TFDP1",0
"MKNK2",0
"EIF3D",0
"MKNK1",0
"ADRA2A",0
"CCR1",0
"CCR2",0
"CCR3",0
"CCR4",0
"RHOT1",0
"CCR6",0
"CCR7",0
"CCR8",0
"CCR9",0
"BCAS2",0
"CD81",0
"CD80",0
"CD82",0
"RPL13A",0
"SLC8A1",0
"SLC8A3",0
"BNIP3L",0
"EFNA5",0
"EFNA4",0
"EFNA3",0
"EFNA1",0
"CD8A",0
"CD8B",0
"PORCN",0
"GALNT14",0
"LRP1",0
"LRP6",0
"GALNT10",0
"LRP5",0
"CDS1",0
"CDS2",0
"PDE9A",0
"HLA-DOA",0
"HLA-DOB",0
"HARS2",0
"LIMK2",0
"LIMK1",0
"MAP2",0
"C8G",0
"TEAD3",0
"TEAD2",0
"NFKBIB",0
"CHIT1",0
"APEX1",0
"APEX2",0
"RPL37A",0
"DAAM1",0
"SERPINI1",0
"ESRRA",0
"CLDN23",0
"CLDN20",0
"HJURP",0
"MAPT",0
"HLA-DQA1",0
"HLA-DQA2",0
"ASB12",0
"GSR",0
"ASB16",0
"DHCR7",0
"CASP10",0
"GSC",0
"TROVE2",0
"GSN",0
"ZFP1",0
"ZFP2",0
"GNB2L1",0
"XCL2",0
"MPST",0
"TLE2",0
"PTBP1",0
"NNT",0
"HK2",0
"HK3",0
"HK1",0
"ATP2B1",0
"CACNA2D3",0
"ATP2B2",0
"ATP2B4",0
"CACNA2D4",0
