"gene","PID_ATF2_PATHWAY"
"HIST1H4E",0
"HSPA4",0
"HIST1H4I",0
"HSPA8",0
"CD226",0
"PRKAG1",0
"STK24",0
"NET1",0
"PPP2R2A",0
"MUC6",0
"CRB3",0
"MUC4",0
"GK",0
"JUB",0
"CKMT2",0
"PHKG1",0
"CTBP1",0
"NTHL1",0
"TSG101",0
"HACL1",0
"GTF3C3",0
"GTF3C2",0
"GTF3C5",0
"GTF3C4",0
"IQSEC1",0
"IQSEC3",0
"IQSEC2",0
"XPO1",0
"TTK",0
"TTN",0
"FAM123B",0
"EPS15L1",0
"GART",0
"ZEB1",0
"GARS",0
"IBTK",0
"TOP1",0
"TCIRG1",0
"FRAT1",0
"FRAT2",0
"GIT1",0
"SIGIRR",0
"GBA",0
"CD40LG",0
"SESN1",0
"SESN2",0
"GHRL",0
"MIOX",0
"PELI1",0
"VARS",0
"PELI3",0
"PELI2",0
"SPARC",0
"PRIM1",0
"ENOPH1",0
"SRPK1",0
"ADARB1",0
"CXXC1",0
"NFX1",0
"EEA1",0
"OPHN1",0
"ALDH1A1",0
"SLIT1",0
"DTYMK",0
"UXS1",0
"NOLC1",0
"FXN",0
"RPL28",0
"SNW1",0
"RPL24",0
"MLF1IP",0
"TRIM11",0
"RPN1",0
"RPN2",0
"TAC3",0
"AHCTF1",0
"EFNB1",0
"CYP4F2",0
"CYP4F3",0
"HDAC4",0
"ASB2",0
"ASB1",0
"ASB6",0
"PI4KA",0
"ASB8",0
"ASB9",0
"RGS7",0
"HDAC8",0
"SLC47A1",0
"SLC16A10",0
"EEF1B2",0
"ATG5",0
"CHP",0
"PDE8A",0
"PDE8B",0
"DBI",0
"DBH",0
"MANBA",0
"CUBN",0
"DBP",0
"UQCRFS1",0
"TAF5L",0
"DBT",0
"FANCD2",0
"PGAM1",0
"MED1",0
"MED7",0
"MED4",0
"PINK1",0
"MED8",0
"MED9",0
"ZNF600",0
"ZNF606",0
"ZNF607",0
"ZNF605",0
"TREX1",0
"MXD1",0
"AKR1C3",0
"TCF7",0
"TCF3",0
"GCK",0
"PROZ",0
"PPP5C",0
"SLC22A15",0
"PROC",0
"BTK",0
"RASGRP2",0
"MMP15",0
"AMPD3",0
"AMPD2",0
"RASGRP1",0
"RPS6KB1",0
"SNRPA1",0
"PRPF40A",0
"RPS6KB2",0
"CHPT1",0
"TBPL1",0
"HPD",0
"UBE2D4",0
"GPCPD1",0
"DPAGT1",0
"RPS4X",0
"BUD13",0
"DLST",0
"ISY1",0
"F2RL3",0
"F2RL2",0
"F2RL1",0
"XAB2",0
"ST6GAL1",0
"PRDX5",0
"PCBD1",0
"PRDX3",0
"PRDX1",0
"AP3S2",0
"AP3S1",0
"AXIN2",0
"AXIN1",0
"MMRN1",0
"CAMP",0
"HSCB",0
"DNAI2",0
"MED23",0
"VASP",0
"PAPOLG",0
"PAPOLA",0
"PAPOLB",0
"CD38",0
"IFI27",0
"CD33",0
"CD34",0
"CD36",0
"CD37",0
"POLR3F",0
"POLR3G",0
"POLR3D",0
"POLR3E",0
"POLR3B",0
"POLR3C",0
"POLR3A",0
"TXNDC5",0
"POLR3K",0
"POLR3H",0
"DNMT1",0
"PSD3",0
"PSD2",0
"PSD4",0
"WDR61",0
"COBRA1",0
"SLC25A3",0
"SLC25A1",0
"PRMT1",0
"SLC25A5",0
"SLC25A4",0
"HMGCR",0
"KIF5A",0
"KIF5B",0
"MASP2",0
"CD3D",0
"CD3E",0
"CD3G",0
"ACADS",0
"HSPG2",0
"KAT2B",0
"KAT2A",0
"IFNGR1",0
"IFNGR2",0
"ACADM",0
"CD207",0
"ADAMTS2",0
"PPARGC1A",1
"PPARGC1B",0
"NFE2",0
"MADCAM1",0
"MAFG",0
"UMPS",0
"SMAP1",0
"CDK11A",0
"CDK11B",0
"KCNK10",0
"ACAD8",0
"CYP2E1",0
"RBCK1",0
"NEU3",0
"RPS7",0
"RPS6",0
"RPS5",0
"PLCE1",0
"ADAMTS14",0
"VDAC3",0
"VDAC2",0
"VDAC1",0
"RPS9",0
"RPS8",0
"DEF6",0
"DHX58",0
"PPBP",0
"SLC6A12",0
"GALT",0
"HMGCS1",0
"PHF5A",0
"SORD",0
"GALE",0
"GALC",0
"GALM",0
"NUP50",0
"RPSA",0
"NUP54",0
"TAPBP",0
"ADRB1",0
"ADRB2",0
"CSNK2B",0
"FCGR3A",0
"FCGR3B",0
"RNF34",0
"ALDH1A3",0
"PRICKLE1",0
"PRICKLE2",0
"RPL29",0
"RPL27",0
"RPL26",0
"RPL21",0
"RPL23",0
"RPL22",0
"GLT25D1",0
"ATG7",0
"MRPS6",0
"SMARCB1",0
"USE1",0
"CD27",0
"CDCA8",0
"OAZ2",0
"OAZ3",0
"OAZ1",0
"FXYD2",0
"MAFK",0
"MAFA",0
"PLIN2",0
"MAFF",0
"PLIN1",0
"MED10",0
"SMAP2",0
"DVL3",0
"RBPJ",0
"MED13",0
"ABCB7",0
"ABCB6",0
"MED16",0
"CCR10",0
"ABCB4",0
"KRAS",0
"ACYP1",0
"ACYP2",0
"EEF1G",0
"ARPC1A",0
"ACSL1",0
"ACSL6",0
"ACSL5",0
"ACSL3",0
"EEF1D",0
"IL20RB",0
"RPL8",0
"RPL9",0
"RPL6",0
"RPL7",0
"RPL4",0
"RPL5",0
"TRIM37",0
"RPL3",0
"G6PC3",0
"FEN1",0
"ACSL4",0
"GUCY1A3",0
"KREMEN2",0
"KREMEN1",0
"SCD",0
"ZNF585A",0
"ZNF585B",0
"SCT",0
"TPP2",0
"RHOH",0
"RHOB",0
"PTGES",0
"ACO2",0
"RHOG",0
"SUV420H1",0
"SUV420H2",0
"ITM2B",0
"UGT8",0
"P2RY10",0
"SMC4",0
"ZNF624",0
"ZNF625",0
"ZNF627",0
"ZNF620",0
"ZNF621",0
"CTNNA1",0
"UGT2B11",0
"TRIM32",0
"APAF1",0
"ADC",0
"ADA",0
"ADM",0
"ADK",0
"AKR1C2",0
"RASGRF1",0
"RASGRF2",0
"ZNF480",0
"ZNF483",0
"ZNF484",0
"ZNF485",0
"IGFALS",0
"DECR2",0
"DECR1",0
"PPIL2",0
"ACVR1",0
"KALRN",0
"JUNB",1
"JUND",1
"TFF3",0
"HIST1H2AM",0
"HIST1H2AK",0
"HIST1H2AE",0
"HIST1H2AD",0
"HIST1H2AG",0
"HIST1H2AC",0
"PRPF19",0
"PRPF18",0
"TRAF1",0
"TRAF2",0
"TRAF3",0
"TRAF4",0
"TRAF5",0
"RUVBL1",0
"ABCC10",0
"LTB",0
"DKC1",0
"MOV10",0
"ABP1",0
"MOCS3",0
"MOCS2",0
"MOCS1",0
"ZMYM2",0
"NPR2",0
"MLEC",0
"CAMK2D",0
"CAMK2G",0
"DEPDC1B",0
"SHFM1",0
"UCKL1",0
"PABPN1",0
"CD1D",0
"CD1E",0
"CD1B",0
"CD1C",0
"CD1A",0
"POLR1A",0
"POLR1B",0
"POLR1C",0
"POLR1D",0
"POLR1E",0
"HIP1R",0
"WDR48",0
"GTF2B",0
"JAK2",0
"JAK3",0
"JAK1",0
"GRM2",0
"SNRNP200",0
"CHUK",0
"PPARG",0
"PPARD",0
"RHOU",0
"PPARA",0
"CSGALNACT2",0
"CSGALNACT1",0
"MAGOHB",0
"CD14",0
"CD19",0
"PRKDC",0
"MKRN1",0
"RHOC",0
"DYRK2",0
"RGMB",0
"RHOA",0
"RGMA",0
"NR2F6",0
"RHOF",0
"F11R",0
"DDB2",0
"DDB1",0
"INHBE",0
"CYP2C8",0
"APOBEC3G",0
"IL21R",0
"CTTN",0
"DHFR",0
"PLCG2",0
"PLCG1",0
"GIPR",0
"EIF2S1",0
"EIF2S2",0
"GTF3A",0
"LPIN2",0
"LPIN3",0
"LPIN1",0
"KLF6",0
"KLF5",0
"KLF4",0
"SLC7A5",0
"REST",0
"DEDD",0
"KLRK1",0
"CCNA1",0
"NUP35",0
"NUP37",0
"MAP3K10",0
"ZNF544",0
"MAP3K12",0
"MAP3K13",0
"MAP3K14",0
"ZNF540",0
"ZNF543",0
"SLC1A4",0
"SLC1A7",0
"SLC1A3",0
"IKBKB",0
"OSBPL1A",0
"FCGR1B",0
"FCGR1A",0
"IKBKE",0
"MICB",0
"MICA",0
"RARA",0
"RARB",0
"RARG",0
"DHRS4",0
"DHRS3",0
"RARS",0
"DYRK1A",0
"TPO",0
"PCYT2",0
"IMPA1",0
"IMPA2",0
"CCRN4L",0
"TPR",0
"PHGDH",0
"SNAI1",0
"SLC2A9",0
"SLC2A8",0
"PTGES2",0
"SLC2A5",0
"SLC2A4",0
"SLC2A3",0
"SLC2A1",0
"ECHS1",0
"DIXDC1",0
"SYF2",0
"CCAR1",0
"VANGL2",0
"MTDH",0
"MADD",0
"ATRIP",0
"SLC46A1",0
"ENG",0
"NCAPH",0
"GTF2IRD1",0
"HDAC10",0
"F12",0
"EXOG",0
"EPAS1",0
"FZD8",0
"CNO",0
"CACNB2",0
"CREBBP",0
"TMEM126A",0
"NODAL",0
"CYP4B1",0
"RCOR1",0
"ADHFE1",0
"FLT4",0
"CACNB4",0
"FLT3",0
"FLT1",0
"SET",0
"H1FX",0
"VKORC1",0
"SUGP1",0
"H1F0",0
"MRPS18A",0
"MRPS18B",0
"MRPS18C",0
"CLU",0
"SKIV2L2",0
"TAF9B",0
"AMOTL1",0
"SF3B5",0
"SF3B4",0
"PNPT1",0
"SF3B1",0
"SF3B3",0
"SF3B2",0
"CYP17A1",0
"ALOX15",0
"ALOX12",0
"PRKX",0
"SEMA6B",0
"SEMA6C",0
"SEMA6A",0
"AP4B1",0
"INPPL1",0
"SCN2B",0
"EPRS",0
"DNAJC19",0
"SUPT16H",0
"LMAN1",0
"MLX",0
"PFKFB1",0
"PFKFB3",0
"PFKFB2",0
"PFKFB4",0
"ITPA",0
"ACTG1",0
"ACTG2",0
"CWC27",0
"CWC22",0
"LTBR",0
"MAP3K8",0
"MAP3K9",0
"C2orf29",0
"MAP3K2",0
"MAP3K3",0
"PRPF31",0
"MAP3K1",0
"MAP3K6",0
"MAP3K7",0
"MAP3K4",0
"MAP3K5",0
"NUP214",0
"CCBP2",0
"NUP210",0
"ZNF200",0
"IDH2",0
"IDH1",0
"ZNF208",0
"SETD8",0
"SH2D2A",0
"SETD2",0
"SETD7",0
"SOS2",0
"XAF1",0
"DZIP3",0
"GPX7",0
"ECH1",0
"RRM2B",0
"GBP2",0
"NPPA",0
"GBP6",0
"GBP5",0
"HERC1",0
"TP53",0
"ST8SIA6",0
"ST8SIA4",0
"WNT10A",0
"STX1A",0
"FARS2",0
"STX1B",0
"RPS15A",0
"SRGN",0
"NSMAF",0
"HARS",0
"SIK1",0
"SIK3",0
"SIK2",0
"RAB22A",0
"NCS1",0
"FAIM",0
"QARS",0
"WAS",0
"STX11",0
"FARSB",0
"FARSA",0
"STX12",0
"STX17",0
"STX16",0
"ZMIZ2",0
"ZMIZ1",0
"LIPA",0
"IL23A",1
"IFITM1",0
"ATP11C",0
"ATP11B",0
"ATP11A",0
"TLN2",0
"TLN1",0
"DPP4",0
"SUOX",0
"STRN",0
"CEP63",0
"IK",0
"HBP1",0
"CTRC",0
"ZFYVE9",0
"DHX16",0
"DHX15",0
"DGCR8",0
"RXFP2",0
"NDUFB10",0
"RGNEF",0
"LCLAT1",0
"GOT2",0
"GOT1",0
"RNASEL",0
"ZFAND5",0
"ROBO1",0
"ADRM1",0
"FBXL3",0
"PYCRL",0
"FBXL5",0
"CDC7",0
"DARS2",0
"ZNF569",0
"ZNF567",0
"ZNF566",0
"ZNF565",0
"ZNF559",0
"ZNF563",0
"ZNF561",0
"STMN1",0
"RHOT2",0
"NOX1",0
"TOMM22",0
"TRAF6",0
"UBE3B",0
"RAF1",0
"UBE3A",0
"TOP2A",0
"LAMB2",0
"SLC26A1",0
"SLC26A2",0
"FGF9",0
"SDC1",0
"SDC2",0
"SDC4",0
"ELOVL6",0
"ELOVL7",0
"ELOVL4",0
"HTT",0
"ELOVL3",0
"ELOVL1",0
"DIABLO",0
"CD86",0
"HEYL",0
"SGCD",0
"SGCB",0
"SGCA",0
"DUSP8",1
"DUSP5",1
"DUSP4",0
"DUSP7",0
"DUSP6",0
"DUSP1",1
"DUSP3",0
"DUSP2",0
"NKD1",0
"RBL1",0
"RBL2",0
"QDPR",0
"RDX",0
"HEY2",0
"HEY1",0
"RRAS",0
"LEP",0
"TAB3",0
"RPL37",0
"HDC",0
"TAB1",0
"ARFGAP3",0
"NUMA1",0
"HSPA1B",0
"HSPA1A",0
"PF4",0
"GPR55",0
"HSPA1L",0
"DGKZ",0
"IDH3B",0
"IDH3G",0
"ATP7A",0
"DGKQ",0
"DGKK",0
"DGKH",0
"HSPA5",0
"DGKA",0
"DGKG",0
"DGKD",0
"DGKE",0
"ZNF169",0
"PTGIR",0
"NEK2",0
"NPM1",0
"PEMT",0
"ATF1",0
"TXNDC12",0
"DGCR14",0
"PPP3R1",0
"MEN1",0
"SEMA4A",0
"SEMA4B",0
"SEMA4D",0
"SEMA4F",0
"PPAP2B",0
"SQRDL",0
"HSPA9",0
"SCN4A",0
"SERP1",0
"GALNT12",0
"CNDP2",0
"CDA",0
"NPL",0
"GALNT11",0
"NPB",0
"NPW",0
"LRP8",0
"ACTA2",0
"ZNF197",0
"ACTA1",0
"ZNF192",0
"TADA2B",0
"NR2C2AP",0
"PAICS",0
"VTA1",0
"ZNF222",0
"ZNF223",0
"ZNF224",0
"ZNF225",0
"ZNF226",0
"ZNF227",0
"KCNQ4",0
"KCNQ5",0
"KCNQ1",0
"VEGFA",0
"VEGFC",0
"VEGFB",0
"BNIP1",0
"BNIP2",0
"BNIP3",0
"KIR2DL3",0
"KIR2DL1",0
"FLOT1",0
"FLOT2",0
"KIR2DL4",0
"NCF1C",0
"STIM1",0
"OTUD5",0
"AP3M1",0
"AP3M2",0
"MIB2",0
"AKAP10",0
"HTRA2",0
"SPI1",0
"DNAH2",0
"DNAH3",0
"DNAH1",0
"TNKS1BP1",0
"COX7C",0
"BMPR1A",0
"TP73",0
"GLS2",0
"LAPTM4A",0
"SPCS1",0
"SPCS2",0
"LAPTM4B",0
"NLRC4",0
"WDR83",0
"ACER2",0
"ACER3",0
"HLA-DRA",0
"ACER1",0
"IMPDH1",0
"IMPDH2",0
"CXCR3",0
"PEA15",0
"CXCR1",0
"CXCR7",0
"CXCR6",0
"CXCR5",0
"CXCR4",0
"JAG2",0
"S100B",0
"APPBP2",0
"E4F1",0
"EXOC2",0
"EXOC3",0
"EXOC1",0
"HAP1",0
"EXOC7",0
"EXOC4",0
"EXOC5",0
"EXOC8",0
"ANK1",0
"ANK3",0
"MGAT4A",0
"CHRNG",0
"MGAT4B",0
"RAD17",0
"C5AR1",0
"TNRC6C",0
"TNRC6B",0
"TNNC2",0
"RSU1",0
"ARHGEF9",0
"ARHGEF6",0
"ARHGEF7",0
"ARHGEF4",0
"ARHGEF5",0
"ARHGEF2",0
"ARHGEF3",0
"ARHGEF1",0
"CDH1",0
"CDH2",0
"CDH4",0
"CENPO",0
"CENPN",0
"CENPM",0
"CENPL",0
"CENPK",0
"CENPJ",0
"CENPI",0
"CENPH",0
"CENPF",0
"CENPE",0
"RAMP1",0
"CENPB",0
"RAMP3",0
"CLCF1",0
"SSH2",0
"SSH3",0
"SSH1",0
"CENPT",0
"CENPQ",0
"CENPP",0
"LIN9",0
"ATP5G1",0
"PLEKHA7",0
"ACY1",0
"PLEKHA2",0
"CTPS",0
"DHX38",0
"TRIB3",0
"DHX35",0
"CABIN1",0
"MGAM",0
"B3GNTL1",0
"COL18A1",0
"TPT1",0
"ECSIT",0
"KLRG1",0
"ZNF500",0
"ZNF506",0
"TREM1",0
"TREM2",0
"RPL41",0
"MYH3",0
"GREB1",0
"RACGAP1",0
"MYH9",0
"ZNF436",0
"ZNF431",0
"CADM2",0
"CADM1",0
"FGD4",0
"FGD1",0
"FGD3",0
"FGD2",0
"CEP250",0
"VTN",0
"MERTK",0
"PIP5K1C",0
"PIP5K1B",0
"PIP5K1A",0
"KEAP1",0
"MYO9B",0
"POLA2",0
"POLA1",0
"PHF11",0
"PRSS1",0
"PRSS3",0
"SLC5A3",0
"SLC5A5",0
"SLC5A6",0
"RB1",1
"MAT2A",0
"MAT2B",0
"NR4A2",0
"NR4A3",0
"CARD11",0
"NR4A1",0
"ARR3",0
"CASC5",0
"COL24A1",1
"PXMP2",0
"AIM2",0
"PXMP4",0
"ABCC6",0
"RIPK3",0
"CUL4A",0
"CUL4B",0
"ABCC3",0
"SLC6A6",0
"NDUFB8",0
"NDUFB7",0
"NDUFB6",0
"SLC6A9",0
"SLC6A8",0
"NDUFB3",0
"NDUFB2",0
"NDUFB1",0
"ASB13",0
"GPR35",0
"SUGT1",0
"LAT2",0
"GCLM",0
"STAP1",0
"MAPRE1",0
"AQP3",0
"AQP1",0
"WDR11",0
"AQP9",0
"PATZ1",0
"RHAG",0
"NR1H2",0
"GUCY1B3",0
"MED29",0
"MED28",0
"STX2",0
"MED21",0
"MED20",0
"ENAH",0
"MED22",0
"MED25",0
"MED24",0
"MED27",0
"MED26",0
"SEPT5",0
"SEPT1",0
"SEPT2",0
"TRIAP1",0
"YARS",0
"CDK5R1",0
"RBM39",0
"EPHB2",0
"EPHB3",0
"EPHB1",0
"POM121",0
"EPHB4",0
"PARP4",0
"EPN1",0
"PARP1",0
"PARP2",0
"EPN2",0
"TP53INP1",0
"ALDH4A1",0
"ANKRA2",0
"NADK",0
"ACTC1",0
"DSN1",0
"ZNF30",0
"SH3GL1",0
"SLC10A1",0
"XCL1",0
"FHL2",0
"FTH1",0
"UGGT2",0
"UGGT1",0
"ZNF248",0
"TIMM17A",0
"ALDH7A1",0
"PAWR",0
"RAD51C",0
"GATAD2A",0
"MYLPF",0
"DCLRE1C",0
"YES1",0
"DNA2",0
"ECT2",0
"STAM2",0
"ZCCHC8",0
"KCNS1",0
"ZCCHC7",0
"RENBP",0
"SPOP",0
"TP53BP1",0
"THTPA",0
"ARID3A",0
"UPP1",0
"ACP5",0
"DARS",0
"LYPLA1",0
"LYPLA2",0
"CACNA2D2",0
"DARC",0
"S100A12",0
"C19orf40",0
"C19orf43",0
"AHCYL1",0
"ACP2",0
"AHCYL2",0
"GRK6",0
"GRK7",0
"GRK4",0
"GRK5",0
"CAPN2",0
"CAPN1",0
"RPE",0
"SPAG9",0
"P4HB",0
"HTR6",0
"HTR7",0
"RAE1",0
"KLHL9",0
"CAB39L",0
"KDELR2",0
"KDELR3",0
"KDELR1",0
"AANAT",0
"GNPTG",0
"TNXB",0
"CMAS",0
"AKT1S1",0
"GRAMD4",0
"PLEC",0
"SF3B14",0
"CLDN12",0
"CLDN10",0
"CLDN15",0
"SYNE1",0
"SYNE2",0
"TNFRSF13B",0
"TNFRSF13C",0
"C18orf55",0
"ZNF529",0
"ZNF528",0
"RNF144B",0
"STEAP3",0
"ARHGEF25",0
"ABI1",0
"DNM3",0
"GRHL1",0
"GCLC",0
"C1GALT1",0
"DAPK3",0
"DAPK2",0
"DAPK1",0
"ULK2",0
"ULK3",0
"NR3C1",0
"ULK1",0
"PIM2",0
"IL18R1",0
"TNF",0
"TRAP1",0
"LTB4R2",0
"STK11",0
"GPAT2",0
"FKBP5",0
"FKBP3",0
"FKBP8",0
"FKBP9",0
"SLC4A7",0
"NAPSA",0
"TYROBP",0
"SLC27A1",0
"SV2A",0
"SV2C",0
"SV2B",0
"SYMPK",0
"WIPI1",0
"ZNF285",0
"GRB10",0
"GM2A",0
"GRB14",0
"LAT",0
"AK1",0
"RFXANK",0
"ATP6V1D",0
"HSD17B10",0
"ATP6V1F",0
"ATP6V1A",0
"TBCC",0
"ATP6V1H",0
"CHRNA10",0
"GPR18",0
"NHP2L1",0
"AK5",0
"PANK1",0
"PANK3",0
"PANK2",0
"PANK4",0
"KIF2A",0
"KCNMA1",0
"KIF2C",0
"CAV1",0
"RAP1GDS1",0
"PLXNC1",0
"CBL",0
"PRDM4",0
"SLC22A5",0
"GPX3",0
"PDE6G",0
"PDE6D",0
"SLC22A3",0
"IL11RA",0
"FLNA",0
"PDE6H",0
"RCAN1",0
"ATF3",1
"RCAN2",0
"SGOL2",0
"PRKCSH",0
"EVPL",0
"UBE2J2",0
"BRIX1",0
"HIC1",0
"RBM17",0
"RBM15",0
"PARVB",0
"PARVA",0
"PARVG",0
"RXRA",0
"RXRB",0
"MVD",0
"ALDH9A1",0
"MVK",0
"SUCLA2",0
"ABCA6",0
"ABCA7",0
"ABCA5",0
"ABCA2",0
"ABCA3",0
"ABCA1",0
"RFT1",0
"TUBGCP2",0
"TUBGCP3",0
"TUBGCP5",0
"CBLL1",0
"MT2A",0
"PSMD8",0
"PSMD5",0
"PSMD4",0
"PSMD7",0
"PSMD6",0
"PSMD1",0
"PSMD3",0
"PSMD2",0
"ZNF18",0
"ZNF19",0
"ZNF14",0
"ZNF17",0
"ZNF10",0
"ZNF12",0
"SELPLG",0
"EIF2S3",0
"SCN8A",0
"RRN3",0
"MCFD2",0
"ST6GALNAC4",0
"ST6GALNAC3",0
"ST6GALNAC2",0
"NMUR1",0
"NCK1",0
"NCK2",0
"KIF13A",0
"CES4A",0
"LILRA1",0
"AVPR1A",0
"UPRT",0
"TNRC6A",0
"ZNF264",0
"ZNF266",0
"ZNF267",0
"ZNF263",0
"PLBD1",0
"MCHR1",0
"ADCY7",0
"KIRREL2",0
"KIRREL3",0
"HPSE",0
"YEATS4",0
"KLF8",0
"YIPF6",0
"CYB5R3",0
"VLDLR",0
"CYB5R1",0
"SPTAN1",0
"RBBP4",0
"PPP2R4",0
"MKL1",0
"DERL1",0
"MDC1",0
"SLC24A3",0
"DAP3",0
"RAG1",0
"EIF4H",0
"EIF4E",0
"FBN1",0
"BCAR1",0
"EIF4B",0
"CD96",0
"CD97",0
"TUBB",0
"EFNB2",0
"HDAC3",0
"HDAC2",0
"HDAC5",0
"PI4KB",0
"HDAC7",0
"HDAC6",0
"HDAC9",0
"CIRBP",0
"NDC80",0
"NMI",0
"CDT1",0
"TNFSF9",0
"TNFSF8",0
"CST3",0
"TNFSF4",0
"GMPPA",0
"GMPPB",0
"SND1",0
"DLC1",0
"KL",0
"RPL10A",0
"RAD52",0
"RAD51",0
"RAD50",0
"USP8",0
"USP1",0
"ROCK1P1",0
"USP7",0
"BBC3",0
"CEBPB",0
"CEBPA",0
"CEBPD",0
"PITPNA",0
"ZNF547",0
"PHKB",0
"ZNF546",0
"CEBPZ",0
"XRCC6",0
"KLRC2",0
"KLRC4",0
"TPP1",0
"TGOLN2",0
"TNFRSF11A",0
"SLC1A5",0
"CTNNA2",0
"ZNF548",0
"TGIF2",0
"TGIF1",0
"FES",0
"TOMM40",0
"TM7SF2",0
"MYL6",0
"MYL4",0
"MYL5",0
"ATP2C2",0
"ATP2C1",0
"MYL9",0
"TSNARE1",0
"TFB2M",0
"MPP5",0
"INHBB",0
"GP9",0
"GP5",0
"GP6",0
"SPTB",0
"GPI",0
"PSPN",0
"EXTL3",0
"ETFDH",0
"GPT",0
"MAN1A1",0
"MAN1A2",0
"ATIC",0
"RGS11",0
"MYLK",0
"HDAC11",0
"MYO5B",0
"MYO5A",0
"IKBKG",0
"GSPT2",0
"GORASP1",0
"CRTC1",0
"CRTC2",0
"FAM13B",0
"TSHR",0
"FAM13A",0
"LY86",0
"SUMF2",0
"SUMF1",0
"NCALD",0
"ZBP1",0
"GSTM1",0
"GNL3",0
"GBP3",0
"GBP1",0
"GBP7",0
"MAN2A2",0
"MAN2A1",0
"GBP4",0
"EDA2R",0
"GALK1",0
"GALK2",0
"POLE4",0
"POLE3",0
"POLE2",0
"STK36",0
"STK39",0
"PLA2G15",0
"SYN2",0
"LCK",0
"SYN1",0
"CD4",0
"CD5",0
"CD6",0
"CD7",0
"CD2",0
"CD9",0
"APH1B",0
"APH1A",0
"STAT4",0
"STAT3",0
"STAT2",0
"STAT1",0
"CHRNB1",0
"CHRNB2",0
"HBEGF",0
"HTATSF1",0
"MTMR6",0
"AKR1B1",0
"ZNRD1",0
"TOLLIP",0
"PLXNA3",0
"PLXNA2",0
"PLXNA1",0
"ASNS",0
"MRPS27",0
"PDE4B",0
"RHEB",0
"PDE4D",0
"SCAI",0
"MRPS25",0
"MAP2K3",0
"MAP2K2",0
"MAP2K1",0
"MAP3K11",0
"MAP2K7",0
"MAP2K6",0
"MAP2K5",0
"MAP2K4",0
"RAP1GAP",0
"NR1H3",0
"ACTL6A",0
"ATP5G3",0
"ATP5G2",0
"MTR",0
"SUCLG2",0
"SUCLG1",0
"ALDOA",0
"ALDOC",0
"SMARCAL1",0
"ABCC4",0
"ABCC5",0
"ABCC1",0
"ABCC2",0
"NMT2",0
"TMOD1",0
"NMT1",0
"PSMF1",0
"RPL22L1",0
"RYR1",0
"RYR3",0
"RYR2",0
"GOLGA2",0
"EDN1",0
"EDN3",0
"SLCO3A1",0
"PDPR",0
"ENPP3",0
"ENPP1",0
"GIPC1",0
"CSNK2A2",0
"CSNK2A1",0
"PTMA",0
"FZR1",0
"HBG2",1
"CD2AP",0
"PTGES3",0
"SLC2A6",0
"CPS1",0
"COL8A2",0
"PDGFB",0
"UBE2L6",0
"GLUL",0
"DNM1",0
"UBE2L3",0
"DNM2",0
"TGFA",0
"PREX1",0
"ZNF287",0
"BET1L",0
"ZNF282",0
"SLC14A2",0
"SLC14A1",0
"ORC3",0
"GYS1",0
"PLAU",1
"STT3B",0
"STT3A",0
"PLAT",0
"RFXAP",0
"ETV5",0
"ETV4",0
"SNF8",0
"SULT1B1",0
"TUBA8",0
"RAD23B",0
"RAD23A",0
"IKZF1",0
"IKZF3",0
"SACM1L",0
"IL4I1",0
"PLEKHG2",0
"SLC13A3",0
"SLC13A5",0
"PRDM1",0
"STON1",0
"RGS17",0
"RGS12",0
"PSPH",0
"RGS18",0
"TIMM22",0
"VCAN",0
"SLC33A1",0
"VANGL1",0
"ELF1",0
"ELF2",0
"PRPS2",0
"PRPS1",0
"EXOSC6",0
"NDN",0
"BRPF3",0
"LDHD",0
"GMPR2",0
"LDHA",0
"LDHB",0
"LDHC",0
"ACAP1",0
"ACAP2",0
"ACAP3",0
"CFL2",0
"CFL1",0
"SELL",0
"NFIB",0
"PLEKHG6",0
"SLC7A10",0
"SLC7A11",0
"GNGT2",0
"PTRF",0
"SERPINH1",0
"SELP",0
